,0,1,2,3,4
1,3.222661264223831,3.2202733151881207,3.2233232045876865,3.2327045079584966,3.242262307170651
2,3.181831553586349,3.1843561980668347,3.188044109477436,3.194565511771165,3.2056692035597107
3,3.1617724277161354,3.165875059518991,3.1689434792958577,3.1760060517749844,3.183199215500478
4,3.162671233037949,3.168678259100093,3.168746172355975,3.1766778260050526,3.18525282489319
5,3.1524483399129446,3.1592325701135384,3.1558514014311556,3.1649695373755566,3.171214696016663
6,3.149986150404799,3.1568209658419075,3.153656339818315,3.1619466336015827,3.16792166389697
7,3.1503239227562405,3.1586972592259666,3.156302493389945,3.1641834844057186,3.1673173720727723
8,3.1496251666659023,3.157503588359931,3.1533425560351884,3.165105670840706,3.167064229112253
9,3.150412911759215,3.158867632071808,3.1553012820276054,3.1649091252759765,3.1654753352594462
10,3.1502379387072836,3.159203593806172,3.154748825360183,3.1648204017585506,3.1675041862767976
11,3.1525944570939806,3.1607906967595607,3.1559141480612327,3.167375300462185,3.169099526579593
12,3.1554288027519104,3.1608070978841525,3.1578707558595687,3.1695738245457137,3.1725380092002187
13,3.157604096009444,3.163327974248771,3.1594940061282952,3.170485999358471,3.1732775770684403
14,3.1575868178094635,3.165552389227345,3.1603872994707625,3.1714271093103585,3.1743150147249004
15,3.1579659541986373,3.166961406868994,3.1623482092921575,3.173966935079858,3.176198822446326
16,3.1591010123390357,3.1684480282376537,3.1649615632725436,3.1744988134127485,3.177363178694159
17,3.160797804689735,3.1692900423953714,3.168304065350243,3.1756151795098684,3.1793846859952573
18,3.1632573925471497,3.170063986149234,3.17085125011684,3.176886988479513,3.1796000884288707
19,3.164488729222203,3.1703227906885254,3.173317637048178,3.1783664823015028,3.1799067396927043
20,3.1664741396904907,3.172273153042866,3.1748956093534715,3.179675574896085,3.182243059887437
21,3.1690238389076173,3.174034456171114,3.1756904153747807,3.1808959429124073,3.184355169319226
22,3.1711308594187506,3.1764494045017,3.177254090338098,3.1830448849520603,3.186173387010509
23,3.1703256977724568,3.1787521543626744,3.178981951319536,3.1831067837268257,3.18781030565995
24,3.172073626880259,3.180331590795143,3.1821212622488435,3.1848381431217754,3.1886540775337457
